HubID,HubFormat,AssortmentTier,CompetitorDistance,CompetitorOpenSinceMonth,CompetitorOpenSinceYear,LoyaltyProgram,LoyaltyProgramSinceWeek,LoyaltyProgramSinceYear,LoyaltyProgramInterval
801,4,1,48330.0,4.0,2013.0,0,,,
802,1,3,910.0,,,1,22.0,2011.0,"Feb,May,Aug,Nov"
803,4,1,1760.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
804,3,3,2100.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
805,4,1,24770.0,10.0,2011.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
806,4,1,260.0,,,1,44.0,2010.0,"Feb,May,Aug,Nov"
807,1,1,3870.0,4.0,2008.0,0,,,
808,1,1,18620.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
809,1,1,12770.0,10.0,2000.0,0,,,
810,4,3,9640.0,11.0,2013.0,0,,,
811,1,1,410.0,9.0,2012.0,0,,,
812,4,1,2590.0,9.0,2012.0,0,,,
813,1,1,1560.0,9.0,2003.0,0,,,
814,4,3,24530.0,7.0,2013.0,0,,,
815,1,1,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
816,3,3,460.0,,,0,,,
817,1,1,140.0,3.0,2006.0,0,,,
818,4,1,490.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
819,1,3,720.0,10.0,2014.0,0,,,
820,1,3,1650.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
821,1,1,1700.0,9.0,2009.0,0,,,
822,1,3,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec"
823,1,3,16210.0,11.0,2010.0,0,,,
824,1,1,17570.0,,,0,,,
825,1,1,380.0,5.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
826,1,3,7980.0,6.0,2005.0,0,,,
827,1,3,250.0,1.0,2005.0,0,,,
828,4,3,3290.0,12.0,2014.0,0,,,
829,3,1,110.0,,,0,,,
830,1,3,6320.0,,,1,5.0,2011.0,"Jan,Apr,Jul,Oct"
831,1,1,800.0,6.0,2007.0,0,,,
832,4,1,5070.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
833,4,3,3290.0,12.0,1999.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
834,1,1,3470.0,3.0,2012.0,0,,,
835,1,1,2890.0,12.0,2007.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
836,1,1,2720.0,9.0,2012.0,0,,,
837,1,3,14600.0,4.0,2015.0,0,,,
838,4,3,6890.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
839,3,1,240.0,1.0,2015.0,0,,,
840,1,1,1070.0,9.0,2009.0,0,,,
841,1,1,27650.0,8.0,2004.0,0,,,
842,4,3,1200.0,11.0,2007.0,0,,,
843,3,1,60.0,4.0,2006.0,0,,,
844,1,1,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
845,4,1,7860.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
846,1,3,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
847,3,3,190.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
848,1,3,370.0,7.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
849,3,3,5000.0,,,0,,,
850,4,1,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
851,4,3,2330.0,,,1,49.0,2014.0,"Mar,Jun,Sept,Dec"
852,3,1,940.0,4.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
853,1,1,14040.0,,,0,,,
854,3,1,4770.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
855,1,1,3440.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
856,1,1,3020.0,2.0,2010.0,0,,,
857,3,1,6270.0,8.0,2005.0,1,23.0,2014.0,"Mar,Jun,Sept,Dec"
858,1,1,3370.0,12.0,2008.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
859,3,1,21770.0,7.0,2015.0,0,,,
860,3,3,5980.0,2.0,2010.0,0,,,
861,3,3,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
862,1,3,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
863,1,3,21370.0,11.0,2010.0,0,,,
864,1,1,1020.0,10.0,2012.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
865,4,3,2640.0,,,0,,,
866,4,1,9680.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
867,4,3,21810.0,9.0,2012.0,0,,,
868,4,3,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
869,3,1,230.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
870,1,1,780.0,4.0,2009.0,0,,,
871,4,3,10620.0,,,0,,,
872,1,3,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
873,1,1,2040.0,11.0,2008.0,0,,,
874,1,1,3210.0,,,0,,,
875,4,1,5070.0,11.0,2007.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
876,1,1,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov"
877,1,3,29190.0,,,0,,,
878,4,3,1100.0,12.0,2014.0,0,,,
879,4,1,,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
880,1,3,4570.0,,,0,,,
881,1,1,180.0,3.0,2008.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
882,1,1,30.0,4.0,2013.0,0,,,
883,1,1,3200.0,6.0,2005.0,0,,,
884,4,3,7550.0,,,0,,,
885,1,1,480.0,12.0,2005.0,0,,,
886,1,3,12430.0,10.0,2004.0,0,,,
887,4,1,19700.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
888,4,1,4450.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
889,4,1,18670.0,12.0,2005.0,0,,,
890,1,1,4450.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
891,1,3,350.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
892,1,1,19370.0,4.0,2002.0,0,,,
893,1,1,130.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
894,1,1,190.0,11.0,2012.0,0,,,
895,1,3,4150.0,,,0,,,
896,1,3,170.0,9.0,2012.0,0,,,
897,3,3,3290.0,1.0,2007.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
898,1,1,18540.0,,,0,,,
899,4,1,2590.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
900,1,1,3920.0,4.0,2005.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
901,1,3,3170.0,4.0,2014.0,0,,,
902,1,1,310.0,5.0,2015.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
903,4,3,7290.0,9.0,2014.0,0,,,
904,4,3,570.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
905,1,1,90.0,6.0,2014.0,0,,,
906,1,1,90.0,7.0,2010.0,0,,,
907,1,3,250.0,,,0,,,
908,1,1,1980.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
909,1,3,1680.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
910,4,3,12480.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
911,1,3,16490.0,,,0,,,
912,3,3,3100.0,5.0,2010.0,0,,,
913,1,1,280.0,,,0,,,
914,3,3,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
915,4,3,650.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
916,1,1,90.0,11.0,2012.0,0,,,
917,1,1,7240.0,2.0,2010.0,0,,,
918,1,3,18710.0,4.0,2015.0,0,,,
919,1,1,2620.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
920,1,1,850.0,2.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
921,1,1,840.0,9.0,2006.0,0,,,
922,4,1,2110.0,3.0,2006.0,0,,,
923,1,1,280.0,9.0,2008.0,0,,,
924,1,1,6420.0,4.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
925,3,1,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
926,4,3,5150.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
927,1,1,480.0,,,0,,,
928,4,3,1090.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
929,1,3,4820.0,9.0,2013.0,0,,,
930,1,1,70.0,,,0,,,
931,1,3,1480.0,9.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
932,1,1,15700.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
933,1,3,6270.0,2.0,2005.0,0,,,
934,1,3,5460.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
935,1,3,22350.0,6.0,2010.0,0,,,
936,1,1,580.0,2.0,2008.0,0,,,
937,4,1,2810.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
938,1,1,2820.0,9.0,2009.0,0,,,
939,4,1,1340.0,,,0,,,
940,4,3,6470.0,9.0,2012.0,0,,,
941,1,1,1200.0,12.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
942,4,3,6860.0,,,1,18.0,2011.0,"Jan,Apr,Jul,Oct"
943,4,3,18020.0,,,0,,,
944,3,1,1670.0,7.0,2015.0,0,,,
945,1,3,12480.0,3.0,2011.0,0,,,
946,1,1,2220.0,12.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
947,1,1,460.0,3.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
948,2,2,1430.0,,,0,,,
949,1,1,870.0,3.0,2006.0,0,,,
950,1,1,8460.0,11.0,1994.0,0,,,
951,4,3,710.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
952,4,3,6300.0,10.0,2013.0,0,,,
953,1,1,19830.0,4.0,2006.0,1,22.0,2011.0,"Mar,Jun,Sept,Dec"
954,1,1,390.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
955,4,3,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
956,1,1,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
957,4,3,1420.0,11.0,2012.0,0,,,
958,1,1,440.0,11.0,2013.0,0,,,
959,1,3,1060.0,12.0,2005.0,0,,,
960,4,1,8990.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
961,4,3,9430.0,,,0,,,
962,3,1,260.0,,,0,,,
963,1,3,23620.0,11.0,2013.0,0,,,
964,1,1,270.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
965,1,3,110.0,,,0,,,
966,1,1,760.0,2.0,2008.0,0,,,
967,1,3,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
968,3,1,1190.0,,,0,,,
969,1,3,600.0,11.0,1999.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
970,1,1,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
971,3,1,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
972,1,1,14960.0,,,0,,,
973,4,3,330.0,,,1,28.0,2012.0,"Jan,Apr,Jul,Oct"
974,1,1,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
975,1,3,9630.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
976,1,1,4180.0,,,0,,,
977,1,1,520.0,9.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
978,3,3,3890.0,,,0,,,
979,1,3,2270.0,11.0,2005.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
980,1,1,4420.0,9.0,2005.0,0,,,
981,4,3,2620.0,11.0,2002.0,0,,,
982,4,1,21930.0,,,0,,,
983,1,1,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
984,3,1,440.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
985,3,3,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
986,1,1,620.0,10.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
987,3,1,1690.0,6.0,2007.0,0,,,
988,1,1,30.0,11.0,2012.0,0,,,
989,1,1,1640.0,6.0,2006.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
990,4,1,20930.0,,,0,,,
991,1,1,1010.0,,,0,,,
992,1,1,2480.0,7.0,1990.0,0,,,
993,4,3,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
994,1,1,2290.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
995,4,1,6560.0,12.0,2013.0,0,,,
996,3,1,2870.0,7.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
997,4,3,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
998,1,1,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
999,4,3,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1000,1,3,2230.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1001,3,1,19640.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1002,4,3,1130.0,11.0,2008.0,0,,,
1003,1,1,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1004,4,3,970.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1005,1,1,6480.0,,,0,,,
1006,3,3,3890.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1007,3,3,4180.0,9.0,2012.0,0,,,
1008,1,3,30.0,9.0,2010.0,0,,,
1009,1,1,230.0,7.0,2004.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
1010,4,3,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
1011,1,3,490.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
1012,4,3,6330.0,6.0,2004.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
1013,1,1,630.0,2.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1014,1,3,210.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1015,4,3,9910.0,12.0,2010.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1016,3,3,550.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1017,3,1,110.0,11.0,2008.0,0,,,
1018,3,3,140.0,9.0,2012.0,0,,,
1019,4,3,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1020,1,1,40.0,8.0,2015.0,0,,,
1021,1,1,1080.0,5.0,2011.0,0,,,
1022,1,3,1520.0,,,0,,,
1023,3,1,3740.0,2.0,2002.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1024,3,3,1990.0,1.0,2012.0,0,,,
1025,1,1,720.0,11.0,2009.0,0,,,
1026,3,1,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec"
1027,1,3,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1028,1,1,150.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1029,1,1,1590.0,3.0,2006.0,0,,,
1030,1,1,36410.0,4.0,2008.0,0,,,
1031,4,1,590.0,5.0,2001.0,0,,,
1032,4,3,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1033,1,1,7680.0,3.0,2006.0,0,,,
1034,1,1,13750.0,4.0,2015.0,0,,,
1035,1,1,27150.0,,,0,,,
1036,4,3,9560.0,,,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
1037,1,3,150.0,,,0,,,
1038,4,1,17290.0,10.0,2013.0,0,,,
1039,1,3,70.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
1040,1,1,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
1041,3,1,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1042,1,1,3440.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
1043,3,1,420.0,3.0,2006.0,0,,,
1044,3,1,240.0,4.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1045,1,3,26990.0,12.0,2013.0,0,,,
1046,4,3,29070.0,4.0,2005.0,0,,,
1047,1,1,3750.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
1048,4,3,1860.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1049,1,1,370.0,7.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1050,4,3,13170.0,8.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1051,3,1,200.0,7.0,1998.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
1052,1,3,5080.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
1053,1,1,1710.0,7.0,2015.0,0,,,
1054,1,3,13190.0,,,1,45.0,2013.0,"Feb,May,Aug,Nov"
1055,3,1,1980.0,4.0,2009.0,0,,,
1056,4,3,5350.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
1057,4,3,3230.0,11.0,2011.0,0,,,
1058,1,3,180.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1059,3,1,3380.0,4.0,2013.0,0,,,
1060,1,3,3430.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
1061,4,3,8110.0,,,0,,,
1062,4,1,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov"
1063,1,3,6250.0,,,0,,,
1064,1,3,420.0,,,0,,,
1065,1,1,1290.0,,,1,35.0,2011.0,"Mar,Jun,Sept,Dec"
1066,1,1,3350.0,,,0,,,
1067,4,3,12020.0,7.0,2009.0,0,,,
1068,4,3,5010.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
1069,1,3,18050.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1070,3,3,400.0,10.0,2008.0,0,,,
1071,1,1,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
1072,1,3,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
1073,1,3,1710.0,,,1,44.0,2012.0,"Jan,Apr,Jul,Oct"
1074,3,3,3330.0,10.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1075,1,3,1410.0,10.0,2013.0,0,,,
1076,1,3,90.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
1077,1,1,3750.0,11.0,2001.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1078,4,3,670.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1079,1,1,16680.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1080,1,1,2410.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1081,2,1,400.0,3.0,2006.0,0,,,
1082,3,1,440.0,4.0,2002.0,0,,,
1083,4,3,11540.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
1084,1,1,190.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1085,3,1,4030.0,2.0,2015.0,0,,,
1086,1,1,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
1087,4,3,2210.0,11.0,2011.0,0,,,
1088,1,1,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1089,4,1,5220.0,5.0,2009.0,0,,,
1090,1,1,330.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1091,1,3,9990.0,,,0,,,
1092,1,1,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1093,3,3,10450.0,6.0,2009.0,0,,,
1094,4,1,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1095,1,1,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1096,1,3,1130.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
1097,2,2,720.0,3.0,2002.0,0,,,
1098,1,1,1830.0,11.0,2004.0,0,,,
1099,1,3,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
1100,1,1,540.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1101,4,3,4060.0,9.0,2012.0,0,,,
1102,1,1,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1103,4,3,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1104,4,1,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1105,3,3,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1106,1,3,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1107,1,1,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1108,1,1,540.0,4.0,2004.0,0,,,
1109,3,1,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
1110,3,3,900.0,9.0,2010.0,0,,,
1111,1,1,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1112,3,3,1880.0,4.0,2006.0,0,,,
1113,1,3,9260.0,,,0,,,
1114,1,3,870.0,,,0,,,
1115,4,3,5350.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
